bin,1,0.363636363636364,AI,1.716,10,50
bin,1,1,NAI,4.101,10,50
bin,1,1,AI,7.429,10,50
bin,1,1,NAI,4.666,10,50
bin,1,1,AI,7.074,10,50
bin,1,1,NAI,3.199,10,50
bin,1,1,AI,7.569,10,50
bin,1,1,NAI,4.072,10,50
bin,1,1,AI,4.385,10,50
bin,1,1,NAI,3.31,10,50
bin,1,1,AI,7.339,10,50
bin,1,1,NAI,3.764,10,50
bin,0,1,AI,8.151,10,50
bin,0,1,NAI,3.041,10,50
bin,1,1,AI,7.466,10,50
bin,1,1,NAI,4.212,10,50
bin,1,1,AI,4.828,10,50
bin,1,1,NAI,2.617,10,50
bin,1,1,AI,7.439,10,50
bin,1,1,NAI,3.991,10,50
bin,1,1,AI,6.184,10,50
bin,1,1,NAI,3.584,10,50
bin,1,1,AI,5.451,10,50
bin,1,1,NAI,4.771,10,50
bin,1,1,AI,4.838,10,50
bin,1,1,NAI,2.446,10,50
bin,1,1,AI,7.573,10,50
bin,1,1,NAI,3.327,10,50
bin,1,1,AI,6.664,10,50
bin,1,1,NAI,4.676,10,50
bin,1,1,AI,7.358,10,50
bin,1,1,NAI,4.89,10,50
bin,1,1,AI,4.464,10,50
bin,1,0,NAI,2.148,10,50
bin,1,1,AI,6.66500000000001,10,50
bin,1,1,NAI,3.47499999999999,10,50
bin,0,1,AI,6.697,10,50
bin,0,0,NAI,1.70399999999999,10,50
bin,1,1,AI,7.535,10,50
bin,1,1,NAI,3.837,10,50
gau,1,0.837209302325581,AI,4.83,10,50
gau,1,1,NAI,3.256,10,50
gau,1,1,AI,7.803,10,50
gau,1,1,NAI,5.30000000000001,10,50
gau,1,1,AI,5.28800000000001,10,50
gau,1,1,NAI,3.45099999999999,10,50
gau,1,1,AI,7.143,10,50
gau,1,1,NAI,4.17400000000001,10,50
gau,1,1,AI,4.53699999999999,10,50
gau,1,1,NAI,2.96899999999999,10,50
gau,1,1,AI,7.14,10,50
gau,1,1,NAI,4.42299999999999,10,50
gau,1,1,AI,5.438,10,50
gau,1,1,NAI,3.732,10,50
gau,1,1,AI,6.82000000000001,10,50
gau,1,1,NAI,4.393,10,50
gau,1,1,AI,4.48099999999999,10,50
gau,1,1,NAI,4.325,10,50
gau,1,1,AI,6.65800000000002,10,50
gau,1,1,NAI,2.637,10,50
gau,1,1,AI,6.827,10,50
gau,1,1,NAI,4.634,10,50
gau,1,1,AI,8.01400000000001,10,50
gau,1,1,NAI,4.36999999999998,10,50
gau,1,1,AI,4.122,10,50
gau,1,1,NAI,2.271,10,50
gau,1,1,AI,6.68699999999998,10,50
gau,1,1,NAI,4.43000000000001,10,50
gau,0,1,AI,8.611,10,50
gau,0,1,NAI,2.51600000000002,10,50
gau,1,1,AI,6.57900000000001,10,50
gau,1,1,NAI,3.30699999999999,10,50
gau,1,1,AI,5.51100000000001,10,50
gau,1,1,NAI,2.619,10,50
gau,1,1,AI,7.208,10,50
gau,1,1,NAI,4.215,10,50
