bin,1,12.21,400,50
bin,1,21.535,400,50
bin,1,13.839,400,50
bin,1,14.832,400,50
bin,1,14.691,400,50
bin,1,13.635,400,50
bin,1,11.988,400,50
bin,1,13.345,400,50
bin,1,13.377,400,50
bin,1,11.174,400,50
bin,1,11.942,400,50
bin,1,11.427,400,50
bin,1,10.328,400,50
bin,1,13.75,400,50
bin,1,14.367,400,50
bin,1,8.64299999999999,400,50
bin,0.876712328767123,12.214,400,50
bin,1,10.92,400,50
bin,1,11.603,400,50
bin,1,20.613,400,50
bin,1,12.373,400,50
bin,1,10.991,400,50
bin,1,12.122,400,50
bin,1,10.289,400,50
bin,1,12.385,400,50
bin,1,20.216,400,50
bin,1,11.985,400,50
bin,1,15.547,400,50
bin,1,11.579,400,50
bin,1,12.836,400,50
bin,1,10.728,400,50
bin,1,12.33,400,50
bin,1,11.145,400,50
bin,1,12.245,400,50
bin,1,11.803,400,50
bin,1,19.174,400,50
bin,1,11.764,400,50
bin,1,10.809,400,50
bin,1,15.98,400,50
bin,1,12.631,400,50
bin,1,13.847,400,50
bin,1,11.441,400,50
bin,1,13.585,400,50
bin,1,12.219,400,50
bin,1,15.971,400,50
bin,1,9.84399999999999,400,50
bin,1,10.463,400,50
bin,1,10.915,400,50
bin,1,12.339,400,50
bin,1,17.316,400,50
bin,1,11.703,400,50
bin,1,18.76,400,50
bin,1,11.095,400,50
bin,1,12.449,400,50
bin,1,11.59,400,50
bin,1,21.054,400,50
bin,1,11.06,400,50
bin,1,17.003,400,50
bin,1,11.636,400,50
bin,1,10.576,400,50
bin,1,10.984,400,50
bin,1,16.583,400,50
bin,1,12.676,400,50
bin,1,10.885,400,50
bin,1,10.491,400,50
bin,1,18.587,400,50
bin,1,16.302,400,50
bin,1,10.39,400,50
bin,1,12.251,400,50
bin,1,13.032,400,50
bin,1,11.612,400,50
bin,1,11.408,400,50
bin,1,19.529,400,50
bin,1,12.386,400,50
bin,1,10.776,400,50
bin,1,9.96000000000001,400,50
bin,1,10.303,400,50
bin,1,10.316,400,50
bin,1,12.087,400,50
bin,1,12.056,400,50
bin,1,12.313,400,50
bin,1,11.999,400,50
bin,1,11.57,400,50
bin,1,13.261,400,50
bin,1,12.009,400,50
bin,1,11.381,400,50
bin,1,12.178,400,50
bin,1,10.77,400,50
bin,1,18.426,400,50
bin,1,10.926,400,50
bin,1,11.255,400,50
bin,1,11.652,400,50
bin,1,12.223,400,50
bin,1,12.666,400,50
bin,1,19.128,400,50
bin,1,15.911,400,50
bin,1,11.951,400,50
bin,1,12.325,400,50
bin,1,11.331,400,50
bin,1,14.855,400,50
bin,1,20.447,400,50
bin,1,12.17,400,50
bin,1,21.853,400,50
bin,1,14.125,400,50
bin,1,10.533,400,50
bin,1,12.74,400,50
bin,1,10.495,400,50
bin,1,10.794,400,50
bin,1,13.583,400,50
bin,1,14.556,400,50
bin,1,11.723,400,50
bin,1,15.915,400,50
bin,1,16.45,400,50
bin,1,13.438,400,50
bin,1,11.051,400,50
bin,1,10.764,400,50
bin,1,11.113,400,50
bin,1,11.415,400,50
bin,1,12.487,400,50
bin,1,11.89,400,50
bin,1,13.614,400,50
bin,1,17.943,400,50
bin,1,13.665,400,50
bin,1,13.685,400,50
bin,0.876712328767123,11.844,400,50
bin,1,13.169,400,50
bin,1,11.466,400,50
bin,1,17.21,400,50
bin,1,11.047,400,50
bin,1,15.208,400,50
bin,1,14.512,400,50
bin,0.727272727272727,12.929,400,50
bin,1,11.812,400,50
bin,1,19.1410000000001,400,50
bin,1,12.091,400,50
bin,1,17.297,400,50
bin,1,12.29,400,50
bin,1,15.692,400,50
bin,1,13.259,400,50
bin,1,16.175,400,50
bin,1,11.413,400,50
bin,1,15.369,400,50
bin,1,13.62,400,50
bin,1,9.90499999999997,400,50
bin,1,14.602,400,50
bin,1,11.23,400,50
bin,1,11.063,400,50
bin,1,13.124,400,50
bin,1,13.9400000000001,400,50
bin,1,13.249,400,50
bin,1,12.008,400,50
bin,1,11.2940000000001,400,50
bin,1,12.5769999999999,400,50
bin,1,13.5079999999999,400,50
bin,1,15.704,400,50
bin,1,16.211,400,50
bin,1,11.302,400,50
bin,1,13.568,400,50
bin,0.876712328767123,12.867,400,50
bin,1,11.921,400,50
bin,1,14.073,400,50
bin,1,14.408,400,50
bin,1,13.0600000000001,400,50
bin,1,10.638,400,50
bin,1,14.898,400,50
bin,1,19.7710000000001,400,50
bin,1,11.931,400,50
bin,0.876712328767123,11.745,400,50
bin,1,11.203,400,50
bin,1,11.451,400,50
bin,1,11.902,400,50
bin,1,19.876,400,50
bin,1,12.827,400,50
bin,1,18.081,400,50
bin,1,10.4830000000001,400,50
bin,1,9.99099999999999,400,50
bin,1,13.14,400,50
bin,1,17.104,400,50
bin,1,12.6,400,50
bin,1,12.0700000000001,400,50
bin,1,12.688,400,50
bin,1,6.45900000000006,400,50
bin,1,13.005,400,50
bin,1,19.096,400,50
bin,1,11.0500000000001,400,50
bin,1,13.499,400,50
bin,1,12.2439999999999,400,50
bin,1,7.25699999999995,400,50
bin,1,14.202,400,50
bin,1,8.37299999999993,400,50
bin,1,14.6260000000001,400,50
bin,1,9.64700000000005,400,50
bin,1,11.2379999999999,400,50
bin,1,6.97000000000003,400,50
bin,1,12.178,400,50
bin,1,6.92700000000002,400,50
bin,1,11.6900000000001,400,50
bin,1,16.1279999999999,400,50
bin,1,11.989,400,50
bin,1,7.19299999999998,400,50
gau,1,6.188,400,50
gau,1,6.772,400,50
gau,1,8.718,400,50
gau,1,5.876,400,50
gau,1,6.119,400,50
gau,1,5.449,400,50
gau,1,6.309,400,50
gau,1,7.365,400,50
gau,1,7.002,400,50
gau,1,5.785,400,50
gau,1,6.058,400,50
gau,1,5.6,400,50
gau,1,5.548,400,50
gau,1,7.818,400,50
gau,1,6.776,400,50
gau,1,5.08,400,50
gau,0.876712328767123,5.985,400,50
gau,1,5.29,400,50
gau,1,5.486,400,50
gau,1,10.54,400,50
gau,1,5.25800000000001,400,50
gau,1,5.65300000000001,400,50
gau,1,5.352,400,50
gau,1,6.084,400,50
gau,1,6.002,400,50
gau,1,11.026,400,50
gau,0.876712328767123,7.122,400,50
gau,1,5.947,400,50
gau,1,7.20200000000001,400,50
gau,1,6.53,400,50
gau,1,5.63,400,50
gau,1,6.012,400,50
gau,1,6.057,400,50
gau,1,5.592,400,50
gau,1,8.646,400,50
gau,1,6.295,400,50
gau,1,7.34599999999999,400,50
gau,0.876712328767123,6.012,400,50
gau,1,5.91299999999998,400,50
gau,1,5.11500000000001,400,50
gau,1,5.273,400,50
gau,1,5.56800000000001,400,50
gau,1,7.09199999999998,400,50
gau,1,9.821,400,50
gau,1,6.01300000000001,400,50
gau,1,8.405,400,50
gau,1,9.73699999999999,400,50
gau,1,5.494,400,50
gau,1,9.25200000000001,400,50
gau,0.876712328767123,9.45499999999998,400,50
gau,1,10.003,400,50
gau,1,7.00799999999998,400,50
gau,1,8.66499999999999,400,50
gau,1,5.69399999999999,400,50
gau,0.876712328767123,5.452,400,50
gau,1,10.402,400,50
gau,1,6.10999999999999,400,50
gau,1,5.99100000000001,400,50
gau,1,6.077,400,50
gau,0.876712328767123,5.50999999999999,400,50
gau,1,9.58799999999999,400,50
gau,1,6.74399999999997,400,50
gau,1,6.26000000000002,400,50
gau,1,6.52099999999999,400,50
gau,1,6.16200000000001,400,50
gau,1,6.166,400,50
gau,1,5.45800000000003,400,50
gau,1,5.96699999999998,400,50
gau,1,6.142,400,50
gau,1,5.57600000000002,400,50
gau,1,5.18100000000001,400,50
gau,1,11.191,400,50
gau,1,6.14600000000002,400,50
gau,1,6.077,400,50
gau,1,9.50800000000004,400,50
gau,1,5.67100000000002,400,50
gau,1,5.62900000000002,400,50
gau,1,5.86499999999998,400,50
gau,1,5.90100000000001,400,50
gau,1,5.327,400,50
gau,1,8.58199999999999,400,50
gau,1,6.036,400,50
gau,1,5.94400000000002,400,50
gau,1,8.53800000000001,400,50
gau,1,5.24299999999999,400,50
gau,1,5.42599999999999,400,50
gau,1,5.99299999999999,400,50
gau,1,6.00299999999999,400,50
gau,1,7.90700000000004,400,50
gau,1,9,400,50
gau,1,7.93900000000002,400,50
gau,1,5.70600000000002,400,50
gau,1,8.54199999999997,400,50
gau,1,5.64200000000005,400,50
gau,1,6.87200000000001,400,50
